"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"227" "ESV227" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"228" "ESV228" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"229" "ESV229" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"230" "ESV230" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"231" "ESV231" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"232" "ESV232" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"233" "ESV233" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"234" "ESV234" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" NA
"235" "ESV235" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"236" "ESV236" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"237" "ESV237" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"238" "ESV238" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"239" "ESV239" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"240" "ESV240" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"241" "ESV241" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"242" "ESV242" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"243" "ESV243" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"244" "ESV244" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"245" "ESV245" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"246" "ESV246" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" NA
"247" "ESV247" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"248" "ESV248" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"249" "ESV249" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"250" "ESV250" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"251" "ESV251" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"252" "ESV252" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"253" "ESV253" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"254" "ESV254" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Steroidobacter"
"255" "ESV255" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" NA
"256" "ESV256" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"257" "ESV257" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"258" "ESV258" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"259" "ESV259" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"260" "ESV260" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"261" "ESV261" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"262" "ESV262" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"263" "ESV263" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"264" "ESV264" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"265" "ESV265" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"266" "ESV266" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Archangium"
"267" "ESV267" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"268" "ESV268" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"269" "ESV269" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"270" "ESV270" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"271" "ESV271" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"272" "ESV272" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"273" "ESV273" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"274" "ESV274" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"275" "ESV275" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Arenimonas"
"276" "ESV276" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" NA
"277" "ESV277" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"278" "ESV278" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"279" "ESV279" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Archangium"
"280" "ESV280" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"281" "ESV281" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"282" "ESV282" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"283" "ESV283" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"284" "ESV284" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"285" "ESV285" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"286" "ESV286" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"287" "ESV287" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"288" "ESV288" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"289" "ESV289" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"290" "ESV290" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" NA
"291" "ESV291" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"292" "ESV292" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Kribbella"
"293" "ESV293" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"294" "ESV294" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Streptomyces"
"295" "ESV295" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"296" "ESV296" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"297" "ESV297" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Nitrobacter"
"298" "ESV298" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"299" "ESV299" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"300" "ESV300" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"301" "ESV301" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Streptomyces"
"302" "ESV302" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"303" "ESV303" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhodobiaceae" NA
"304" "ESV304" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"305" "ESV305" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"306" "ESV306" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"307" "ESV307" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Chungangia"
"308" "ESV308" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"309" "ESV309" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"310" "ESV310" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"311" "ESV311" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"312" "ESV312" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"313" "ESV313" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"314" "ESV314" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" "Viridibacillus"
"315" "ESV315" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"316" "ESV316" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"317" "ESV317" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"318" "ESV318" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" NA NA
"319" "ESV319" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
"320" "ESV320" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"321" "ESV321" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Piscinibacter"
"322" "ESV322" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"323" "ESV323" "Bacteria" "Proteobacteria" "Betaproteobacteria" "B1-7BS" NA NA
"324" "ESV324" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"325" "ESV325" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" NA
"326" "ESV326" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Microcoleus"
"327" "ESV327" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"328" "ESV328" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"329" "ESV329" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"330" "ESV330" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"331" "ESV331" "Bacteria" "Proteobacteria" "Betaproteobacteria" "B1-7BS" NA NA
"332" "ESV332" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"333" "ESV333" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Bradyrhizobium"
"334" "ESV334" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"335" "ESV335" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"336" "ESV336" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"337" "ESV337" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" "Terrabacter"
"338" "ESV338" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"339" "ESV339" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"340" "ESV340" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"341" "ESV341" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"342" "ESV342" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"343" "ESV343" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"344" "ESV344" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" NA NA
"345" "ESV345" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"346" "ESV346" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Phyllobacteriaceae" "Aminobacter"
"347" "ESV347" "Bacteria" "Acidobacteria" "Subgroup_17" NA NA NA
"348" "ESV348" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"349" "ESV349" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Dactylosporangium"
"350" "ESV350" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"351" "ESV351" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"352" "ESV352" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"353" "ESV353" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"354" "ESV354" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"355" "ESV355" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"356" "ESV356" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"357" "ESV357" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"358" "ESV358" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Microcoleus"
"359" "ESV359" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"360" "ESV360" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "Nitrospiraceae" "Nitrospira"
"361" "ESV361" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"362" "ESV362" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"363" "ESV363" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"364" "ESV364" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"365" "ESV365" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"366" "ESV366" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"367" "ESV367" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"368" "ESV368" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"369" "ESV369" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"370" "ESV370" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"371" "ESV371" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"372" "ESV372" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"373" "ESV373" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"374" "ESV374" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"375" "ESV375" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"376" "ESV376" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"377" "ESV377" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"378" "ESV378" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"379" "ESV379" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"380" "ESV380" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"381" "ESV381" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"382" "ESV382" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"383" "ESV383" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"384" "ESV384" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Skermanella"
"385" "ESV385" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"386" "ESV386" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"387" "ESV387" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Steroidobacter"
"388" "ESV388" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"389" "ESV389" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"390" "ESV390" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"391" "ESV391" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"392" "ESV392" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" "Pseudarthrobacter"
"393" "ESV393" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"394" "ESV394" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Planococcaceae" NA
"395" "ESV395" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"396" "ESV396" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"397" "ESV397" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"398" "ESV398" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"399" "ESV399" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"400" "ESV400" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"401" "ESV401" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"402" "ESV402" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"403" "ESV403" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"404" "ESV404" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"405" "ESV405" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"406" "ESV406" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" NA
"407" "ESV407" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" NA
"408" "ESV408" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" "Microcoleus"
"409" "ESV409" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"410" "ESV410" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" NA NA
"411" "ESV411" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"412" "ESV412" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Variibacter"
"413" "ESV413" "Bacteria" "Proteobacteria" "Betaproteobacteria" "B1-7BS" NA NA
"414" "ESV414" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"415" "ESV415" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"416" "ESV416" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"417" "ESV417" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"418" "ESV418" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Pseudolabrys"
"419" "ESV419" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"420" "ESV420" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"421" "ESV421" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"422" "ESV422" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"423" "ESV423" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"424" "ESV424" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"425" "ESV425" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"426" "ESV426" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Piscinibacter"
"427" "ESV427" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Solirubrobacter"
"428" "ESV428" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Xiphinematobacteraceae" "Candidatus_Xiphinematobacter"
"429" "ESV429" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"430" "ESV430" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"431" "ESV431" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "H16"
"432" "ESV432" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"433" "ESV433" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Intrasporangiaceae" NA
"434" "ESV434" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Luteimonas"
"435" "ESV435" "Bacteria" "Actinobacteria" "Thermoleophilia" "Solirubrobacterales" "Solirubrobacteraceae" "Solirubrobacter"
"436" "ESV436" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"437" "ESV437" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia"
"438" "ESV438" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"439" "ESV439" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"440" "ESV440" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"441" "ESV441" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"442" "ESV442" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"443" "ESV443" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"444" "ESV444" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"445" "ESV445" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"446" "ESV446" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"447" "ESV447" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"448" "ESV448" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" NA NA
"449" "ESV449" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"450" "ESV450" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"451" "ESV451" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"452" "ESV452" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"453" "ESV453" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Piscinibacter"
"454" "ESV454" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"455" "ESV455" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" "Nitrobacter"
"456" "ESV456" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"457" "ESV457" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"458" "ESV458" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" NA
"459" "ESV459" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIII" "FamilyI" NA
"460" "ESV460" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"461" "ESV461" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"462" "ESV462" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"463" "ESV463" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Methylobacteriaceae" "Microvirga"
"464" "ESV464" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Bradyrhizobiaceae" NA
"465" "ESV465" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"466" "ESV466" "Bacteria" "Actinobacteria" "Actinobacteria" "Micrococcales" "Micrococcaceae" NA
"467" "ESV467" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"468" "ESV468" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Bacillaceae" "Bacillus"
