"fin.ESV.names" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus"
"20639" "ESV20639" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "KF-JG30-B3" NA
"20640" "ESV20640" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"20641" "ESV20641" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20642" "ESV20642" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20643" "ESV20643" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20644" "ESV20644" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"20645" "ESV20645" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Caulobacterales" "Caulobacteraceae" "Phenylobacterium"
"20646" "ESV20646" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"20647" "ESV20647" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"20648" "ESV20648" "Bacteria" "Acidobacteria" "Subgroup_6" "Unknown_Order" "Unknown_Family" "Vicinamibacter"
"20649" "ESV20649" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"20650" "ESV20650" "Bacteria" "Proteobacteria" NA NA NA NA
"20651" "ESV20651" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20652" "ESV20652" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20653" "ESV20653" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20654" "ESV20654" "Bacteria" "Chloroflexi" "Thermomicrobia" "AKYG1722" NA NA
"20655" "ESV20655" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Candidatus_Solibacter"
"20656" "ESV20656" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"20657" "ESV20657" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Pseudonocardia"
"20658" "ESV20658" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20659" "ESV20659" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20660" "ESV20660" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20661" "ESV20661" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Paenibacillaceae" "Paenibacillus"
"20662" "ESV20662" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"20663" "ESV20663" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"20664" "ESV20664" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"20665" "ESV20665" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20666" "ESV20666" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Gemmata"
"20667" "ESV20667" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20668" "ESV20668" "Bacteria" "Cyanobacteria" "Cyanobacteria" "SubsectionIV" "FamilyI" NA
"20669" "ESV20669" "Bacteria" "Fibrobacteres" "Fibrobacteria" "Fibrobacterales" "Fibrobacteraceae" "possible_genus_04"
"20670" "ESV20670" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Hyphomicrobiaceae" "Devosia"
"20671" "ESV20671" "Bacteria" "Acidobacteria" "Acidobacteria" "Acidobacteriales" "Acidobacteriaceae_(Subgroup_1)" NA
"20672" "ESV20672" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"20673" "ESV20673" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20674" "ESV20674" "Bacteria" "Chloroflexi" "S085" NA NA NA
"20675" "ESV20675" "Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA
"20676" "ESV20676" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"20677" "ESV20677" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"20678" "ESV20678" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20679" "ESV20679" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"20680" "ESV20680" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"20681" "ESV20681" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"20682" "ESV20682" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Burkholderiaceae" "Burkholderia-Paraburkholderia"
"20683" "ESV20683" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" NA NA
"20684" "ESV20684" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20685" "ESV20685" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Actinomycetospora"
"20686" "ESV20686" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"20687" "ESV20687" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"20688" "ESV20688" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20689" "ESV20689" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "I-10" NA
"20690" "ESV20690" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "AKYH767" NA
"20691" "ESV20691" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"20692" "ESV20692" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"20693" "ESV20693" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20694" "ESV20694" "Bacteria" "Chloroflexi" "KD4-96" NA NA NA
"20695" "ESV20695" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20696" "ESV20696" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" NA
"20697" "ESV20697" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"20698" "ESV20698" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20699" "ESV20699" "Bacteria" "Gemmatimonadetes" "Longimicrobia" "Longimicrobiales" "Longimicrobiaceae" NA
"20700" "ESV20700" "Bacteria" "Firmicutes" "Bacilli" "Bacillales" "Alicyclobacillaceae" "Tumebacillus"
"20701" "ESV20701" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"20702" "ESV20702" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"20703" "ESV20703" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"20704" "ESV20704" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"20705" "ESV20705" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"20706" "ESV20706" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20707" "ESV20707" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"20708" "ESV20708" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20709" "ESV20709" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"20710" "ESV20710" "Bacteria" "TM6_(Dependentiae)" NA NA NA NA
"20711" "ESV20711" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20712" "ESV20712" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" "Aquincola"
"20713" "ESV20713" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20714" "ESV20714" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20715" "ESV20715" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"20716" "ESV20716" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"20717" "ESV20717" "Bacteria" "Bacteroidetes" "Flavobacteriia" "Flavobacteriales" "Flavobacteriaceae" "Flavobacterium"
"20718" "ESV20718" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"20719" "ESV20719" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"20720" "ESV20720" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"20721" "ESV20721" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20722" "ESV20722" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfurellales" "Desulfurellaceae" "G55"
"20723" "ESV20723" "Bacteria" "Acidobacteria" "Holophagae" "Subgroup_10" "Sva0725" NA
"20724" "ESV20724" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20725" "ESV20725" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadales_Incertae_Sedis" "Acidibacter"
"20726" "ESV20726" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20727" "ESV20727" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"20728" "ESV20728" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Saprospiraceae" NA
"20729" "ESV20729" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20730" "ESV20730" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20731" "ESV20731" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Duganella"
"20732" "ESV20732" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Oxalobacteraceae" "Massilia"
"20733" "ESV20733" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "Chthoniobacteraceae" "Chthoniobacter"
"20734" "ESV20734" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20735" "ESV20735" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"20736" "ESV20736" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Flammeovirgaceae" NA
"20737" "ESV20737" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Sphingobacteriaceae" "Sphingobacterium"
"20738" "ESV20738" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"20739" "ESV20739" "Bacteria" "Firmicutes" "Clostridia" "Clostridiales" "Peptostreptococcaceae" "Romboutsia"
"20740" "ESV20740" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"20741" "ESV20741" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20742" "ESV20742" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "NB1-j" NA NA
"20743" "ESV20743" "Bacteria" "Firmicutes" "Erysipelotrichia" "Erysipelotrichales" "Erysipelotrichaceae" "Turicibacter"
"20744" "ESV20744" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"20745" "ESV20745" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" NA
"20746" "ESV20746" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" "Labrys"
"20747" "ESV20747" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20748" "ESV20748" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"20749" "ESV20749" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"20750" "ESV20750" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rickettsiales" "Mitochondria" NA
"20751" "ESV20751" "Bacteria" "Latescibacteria" NA NA NA NA
"20752" "ESV20752" "Bacteria" "Proteobacteria" "Gammaproteobacteria" NA NA NA
"20753" "ESV20753" "Bacteria" "Cyanobacteria" "Chloroplast" NA NA NA
"20754" "ESV20754" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"20755" "ESV20755" "Bacteria" "Verrucomicrobia" "OPB35_soil_group" NA NA NA
"20756" "ESV20756" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"20757" "ESV20757" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"20758" "ESV20758" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"20759" "ESV20759" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"20760" "ESV20760" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bdellovibrionaceae" "Bdellovibrio"
"20761" "ESV20761" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"20762" "ESV20762" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"20763" "ESV20763" "Bacteria" "Chloroflexi" "Chloroflexia" "Chloroflexales" "Roseiflexaceae" "Roseiflexus"
"20764" "ESV20764" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20765" "ESV20765" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Xanthomonadales" "Xanthomonadaceae" "Tahibacter"
"20766" "ESV20766" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"20767" "ESV20767" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20768" "ESV20768" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"20769" "ESV20769" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"20770" "ESV20770" NA NA NA NA NA NA
"20771" "ESV20771" "Bacteria" "Chloroflexi" "S085" NA NA NA
"20772" "ESV20772" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"20773" "ESV20773" "Bacteria" "Chloroflexi" "Ktedonobacteria" "JG30-KF-AS9" NA NA
"20774" "ESV20774" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"20775" "ESV20775" "Bacteria" "Nitrospirae" "Nitrospira" "Nitrospirales" "0319-6A21" NA
"20776" "ESV20776" "Bacteria" "Tectomicrobia" NA NA NA NA
"20777" "ESV20777" "Bacteria" "Chloroflexi" "Thermomicrobia" "JG30-KF-CM45" NA NA
"20778" "ESV20778" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" NA
"20779" "ESV20779" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"20780" "ESV20780" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"20781" "ESV20781" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20782" "ESV20782" "Bacteria" "Planctomycetes" "OM190" NA NA NA
"20783" "ESV20783" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"20784" "ESV20784" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20785" "ESV20785" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Oligoflexales" "Oligoflexaceae" "Oligoflexus"
"20786" "ESV20786" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Bdellovibrionales" "Bacteriovoracaceae" "Peredibacter"
"20787" "ESV20787" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" "Gaiellaceae" "Gaiella"
"20788" "ESV20788" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"20789" "ESV20789" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20790" "ESV20790" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"20791" "ESV20791" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Pirellula"
"20792" "ESV20792" "Bacteria" "Bacteroidetes" "Cytophagia" "Cytophagales" "Cytophagaceae" "Adhaeribacter"
"20793" "ESV20793" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"20794" "ESV20794" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20795" "ESV20795" "Bacteria" "Actinobacteria" "Actinobacteria" "Pseudonocardiales" "Pseudonocardiaceae" "Kutzneria"
"20796" "ESV20796" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Planctomyces"
"20797" "ESV20797" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20798" "ESV20798" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "BIrii41" NA
"20799" "ESV20799" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillales_Incertae_Sedis" "Reyranella"
"20800" "ESV20800" "Bacteria" "Chloroflexi" "Anaerolineae" "Anaerolineales" "Anaerolineaceae" NA
"20801" "ESV20801" "Bacteria" "Planctomycetes" "Pla4_lineage" NA NA NA
"20802" "ESV20802" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"20803" "ESV20803" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"20804" "ESV20804" "Bacteria" "Acidobacteria" "Solibacteres" "Solibacterales" "Solibacteraceae_(Subgroup_3)" "Bryobacter"
"20805" "ESV20805" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" NA NA
"20806" "ESV20806" "Bacteria" "Verrucomicrobia" "Spartobacteria" "Chthoniobacterales" "DA101_soil_group" NA
"20807" "ESV20807" "Bacteria" "Chloroflexi" "P2-11E" NA NA NA
"20808" "ESV20808" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" NA
"20809" "ESV20809" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20810" "ESV20810" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "DA111" NA
"20811" "ESV20811" "Bacteria" "Chloroflexi" "Ktedonobacteria" "Ktedonobacterales" "Thermosporotrichaceae" NA
"20812" "ESV20812" "Bacteria" "Actinobacteria" "Acidimicrobiia" "Acidimicrobiales" NA NA
"20813" "ESV20813" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"20814" "ESV20814" "Bacteria" "Planctomycetes" "Pla4_lineage" NA NA NA
"20815" "ESV20815" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"20816" "ESV20816" "Bacteria" "Verrucomicrobia" "Verrucomicrobiae" "Verrucomicrobiales" "Verrucomicrobiaceae" "Luteolibacter"
"20817" "ESV20817" "Bacteria" "Proteobacteria" "Gammaproteobacteria" "Legionellales" "Coxiellaceae" "Aquicella"
"20818" "ESV20818" "Bacteria" "Proteobacteria" "Betaproteobacteria" NA NA NA
"20819" "ESV20819" "Bacteria" "Tectomicrobia" NA NA NA NA
"20820" "ESV20820" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"20821" "ESV20821" "Bacteria" "Actinobacteria" "FFCH16263" NA NA NA
"20822" "ESV20822" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"20823" "ESV20823" "Bacteria" "Acidobacteria" "Subgroup_2" NA NA NA
"20824" "ESV20824" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" NA
"20825" "ESV20825" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20826" "ESV20826" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatimonas"
"20827" "ESV20827" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20828" "ESV20828" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20829" "ESV20829" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20830" "ESV20830" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Nitrosomonadales" "Nitrosomonadaceae" NA
"20831" "ESV20831" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20832" "ESV20832" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20833" "ESV20833" "Bacteria" "Chloroflexi" "Ktedonobacteria" "C0119" NA NA
"20834" "ESV20834" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Hamadaea"
"20835" "ESV20835" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20836" "ESV20836" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Geodermatophilaceae" "Geodermatophilus"
"20837" "ESV20837" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"20838" "ESV20838" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Sandaracinaceae" NA
"20839" "ESV20839" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingomonas"
"20840" "ESV20840" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Haliangiaceae" "Haliangium"
"20841" "ESV20841" "Bacteria" "Proteobacteria" "Betaproteobacteria" "Burkholderiales" "Comamonadaceae" NA
"20842" "ESV20842" "Bacteria" "Actinobacteria" "Actinobacteria" "Frankiales" "Geodermatophilaceae" "Blastococcus"
"20843" "ESV20843" "Bacteria" "Chloroflexi" "S085" NA NA NA
"20844" "ESV20844" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" NA
"20845" "ESV20845" "Bacteria" NA NA NA NA NA
"20846" "ESV20846" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20847" "ESV20847" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Archangiaceae" "Anaeromyxobacter"
"20848" "ESV20848" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Desulfuromonadales" "Geobacteraceae" "Geobacter"
"20849" "ESV20849" "Bacteria" "Chloroflexi" "TK10" NA NA NA
"20850" "ESV20850" "Bacteria" "Acidobacteria" "Blastocatellia" "Blastocatellales" "Blastocatellaceae_(Subgroup_4)" "RB41"
"20851" "ESV20851" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "JG34-KF-361" NA
"20852" "ESV20852" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" NA
"20853" "ESV20853" "Bacteria" "Chloroflexi" "SBR2076" NA NA NA
"20854" "ESV20854" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhodospirillales" "Rhodospirillaceae" "Inquilinus"
"20855" "ESV20855" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Xanthobacteraceae" NA
"20856" "ESV20856" "Bacteria" "Actinobacteria" "Actinobacteria" "Propionibacteriales" "Nocardioidaceae" "Nocardioides"
"20857" "ESV20857" "Bacteria" "Actinobacteria" "MB-A2-108" NA NA NA
"20858" "ESV20858" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Rhizobiales" "Rhizobiaceae" "Rhizobium"
"20859" "ESV20859" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" NA
"20860" "ESV20860" "Bacteria" "Bacteroidetes" "Sphingobacteriia" "Sphingobacteriales" "Chitinophagaceae" "Chitinophaga"
"20861" "ESV20861" "Bacteria" "Planctomycetes" "Planctomycetacia" "Planctomycetales" "Planctomycetaceae" "Isosphaera"
"20862" "ESV20862" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Actinoplanes"
"20863" "ESV20863" "Bacteria" "Proteobacteria" "Alphaproteobacteria" "Sphingomonadales" "Sphingomonadaceae" "Sphingopyxis"
"20864" "ESV20864" "Bacteria" "Actinobacteria" "Actinobacteria" "Streptomycetales" "Streptomycetaceae" "Streptomyces"
"20865" "ESV20865" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20866" "ESV20866" "Archaea" "Thaumarchaeota" "Soil_Crenarchaeotic_Group(SCG)" NA NA NA
"20867" "ESV20867" "Bacteria" "Proteobacteria" "Betaproteobacteria" "SC-I-84" NA NA
"20868" "ESV20868" "Bacteria" "Acidobacteria" "Subgroup_6" "Unknown_Order" "Unknown_Family" "Vicinamibacter"
"20869" "ESV20869" "Bacteria" "Acidobacteria" "Subgroup_6" NA NA NA
"20870" "ESV20870" "Bacteria" "Proteobacteria" "Deltaproteobacteria" "Myxococcales" "Polyangiaceae" "Aetherobacter"
"20871" "ESV20871" "Bacteria" "Planctomycetes" "Pla4_lineage" NA NA NA
"20872" "ESV20872" "Bacteria" "Gemmatimonadetes" "Gemmatimonadetes" "Gemmatimonadales" "Gemmatimonadaceae" "Gemmatirosa"
"20873" "ESV20873" "Bacteria" "Actinobacteria" "Thermoleophilia" "Gaiellales" NA NA
"20874" "ESV20874" "Bacteria" "Armatimonadetes" "Fimbriimonadia" "Fimbriimonadales" "Fimbriimonadaceae" NA
"20875" "ESV20875" "Bacteria" "Actinobacteria" "Actinobacteria" "Micromonosporales" "Micromonosporaceae" "Hamadaea"
